row,column,cor,p,p_stars,cor_level,method,N,same_group,has_census,has_litter,has_pois
l1k_firework,poi_bld_sporthal,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_paper,poi_bld_toren_religieu,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_psychiatrisch_,poi_bld_universiteit,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
P_65_EO_JR,poi_bld_waterradmolen,0.23,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_universiteit,poi_osm_food,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_beer,poi_osm_health,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_kunstijsbaan,poi_osm_landuse,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_school,poi_osm_sport,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_can,poi_all,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_bag,poi_bld_huizenblok,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_gemeentehuis,poi_bld_huizenblok,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_paper,poi_bld_manege,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_WEST_AL,poi_bld_stadion,0.23,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_school,poi_osm_food,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_bottle,poi_osm_health,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_osm_poi,poi_osm_shop,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_bottle,poi_osm_transport,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_25_44_JR,l_bottle,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
P_25_44_JR,l_bag,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_all,poi_bld_politiebureau,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_paper,poi_bld_postkantoor,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_bag,poi_bld_toren,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_all,poi_bld_uitzichttoren,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_candy,poi_osm_accommo,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_gemeentehuis,poi_osm_amenity,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_psychiatrisch_,poi_osm_education,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_plastic,poi_osm_landuse,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_kunstijsbaan,poi_osm_money,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_osm_barrier,poi_osm_money,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_paper,poi_osm_pow,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
BEV_DICHTH,l1k_cigarette,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
P_N_W_AL,l_piece,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
P_00_14_JR,poi_bld_gemaal,0.23,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_gevangenis,poi_bld_remise,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_gemeentehuis,poi_bld_sporthal,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_all,poi_bld_toren_religieu,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_25_44_JR,poi_bld_universiteit,0.23,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_kas__warenhuis,poi_osm_health,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_bag,poi_osm_money,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_crematorium,poi_osm_poi,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
P_45_64_JR,income2017,0.23,0,***,weak,spearman,389,FALSE,TRUE,FALSE,FALSE
AANT_INW,l1k_candy,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
l_metal,poi_bld_crematorium,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_bottle,poi_bld_parkeerdak__pa,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_all,poi_bld_pompstation,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_gemeentehuis,poi_bld_postkantoor,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_paper,poi_bld_tankstation,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_redbull,poi_bld_tankstation,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_kapel,poi_bld_toren,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_tankstation,poi_bld_toren,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_bunker,poi_bld_vuurtoren,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
P_N_W_AL,poi_bld_zwembad,0.23,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_manege,poi_osm_amenity,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_manege,poi_osm_shop,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_universiteit,poi_osm_shop,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_plastic,poi_bld_manege,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_can,poi_bld_parkeerdak__pa,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_wrapper,poi_bld_parkeerdak__pa,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_overig,poi_bld_religieus_gebo,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_can,poi_bld_toren,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_can,poi_bld_toren_religieu,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_wrapper,poi_osm_accommo,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_WEST_AL,poi_osm_amenity,0.23,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_school,poi_osm_amenity,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_gevangenis,poi_osm_money,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_stadskantoor,poi_osm_tourist,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_candy,poi_bld_manege,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_gemaal,poi_bld_museum,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_tank,poi_bld_transformators,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_sporthal,poi_bld_uitzichttoren,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_toren_religieu,poi_bld_watertoren,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_school,poi_bld_zwembad,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_manege,poi_osm_health,0.23,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_beer,poi_osm_tourist,0.23,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
BEV_DICHTH,poi_bld_crematorium,0.22,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
l1k_beer,poi_bld_parkeerdak__pa,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_energydrink,poi_bld_religieus_gebo,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_tank,poi_bld_toren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_plastic,poi_osm_accommo,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_piece,poi_osm_shop,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_WEST_AL,poi_bld_gevangenis,0.22,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
l1k_piece,poi_bld_parkeerdak__pa,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_cigarette,poi_bld_treinstation,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_stadskantoor,poi_bld_zendtoren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_museum,poi_osm_barrier,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_kas__warenhuis,poi_osm_education,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_paper,poi_osm_landuse,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_paper,poi_osm_sport,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_25_44_JR,l_all,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
P_WEST_AL,poi_bld_crematorium,0.22,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
l1k_energydrink,poi_bld_gevangenis,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_firework,poi_bld_gevangenis,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_cigarette,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_candy,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_beer,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_postkantoor,poi_bld_psychiatrisch_,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_huizenblok,poi_bld_stadskantoor,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_piece,poi_bld_treinstation,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_cigarette,poi_osm_barrier,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_kunstijsbaan,poi_osm_tourist,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_all,poi_bld_manege,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_politiebureau,poi_bld_stadskantoor,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_metal,poi_bld_toren,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_politiebureau,poi_bld_toren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_universiteit,poi_bld_verkeerstoren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_tank,poi_osm_health,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_piece,poi_bld_radiotoren__te,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_parkeerdak__pa,poi_bld_school,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
AANT_INW,poi_bld_stadskantoor,0.22,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_stadion,poi_bld_tankstation,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_bottle,poi_bld_toren,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_toren_religieu,poi_bld_transformators,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_psychiatrisch_,poi_osm_amenity,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_universiteit,poi_osm_health,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_psychiatrisch_,poi_osm_money,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_transformators,poi_osm_tourist,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_all,poi_bld_gemeentehuis,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_bottle,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_crematorium,poi_bld_manege,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_huizenblok,poi_bld_museum,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_plastic,poi_bld_politiebureau,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_wrapper,poi_bld_tankstation,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_school,poi_bld_treinstation,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
AANT_INW,poi_bld_universiteit,0.22,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
poi_bld_telecommunicat,poi_bld_vuurtoren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
P_WEST_AL,l1k_candy,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
l_firework,poi_bld_stadion,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_verkeerstoren,poi_bld_zendtoren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_bag,poi_osm_accommo,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_piece,poi_osm_amenity,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_universiteit,poi_osm_education,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_piece,poi_osm_food,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_toren_religieu,poi_osm_money,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_kunstijsbaan,poi_osm_sport,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_religieus_gebo,poi_osm_water,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_paper,poi_bld_parkeerdak__pa,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_pompstation,poi_bld_sporthal,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_cigarette,poi_bld_tankstation,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_school,poi_bld_tankstation,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_manege,poi_bld_transformators,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_school,poi_bld_transformators,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_tankstation,poi_bld_transformators,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_crematorium,poi_bld_universiteit,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_schaapskooi,poi_osm_accommo,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_transformators,poi_osm_food,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_treinstation,poi_osm_water,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_piece,poi_bld_gevangenis,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_can,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_wrapper,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_manege,poi_bld_politiebureau,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_psychiatrisch_,poi_bld_toren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_stadskantoor,poi_bld_watertoren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_universiteit,poi_osm_tourist,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
P_N_W_AL,l1k_piece,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
l_can,poi_bld_kasteel,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_bag,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_energydrink,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_crematorium,poi_bld_tankstation,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_beer,poi_bld_toren_religieu,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_huizenblok,poi_bld_universiteit,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_gemaal,poi_bld_watertoren,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_gemeentehuis,poi_bld_zwembad,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_kas__warenhuis,poi_osm_accommo,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_gemeentehuis,poi_osm_education,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_can,poi_osm_health,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_universiteit,poi_osm_landuse,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_watertoren,poi_osm_water,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_all,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_redbull,poi_bld_kunstijsbaan,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_piece,poi_bld_radiotoren__te,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_overig,poi_bld_schaapskooi,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_all,poi_bld_tankstation,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_firework,poi_bld_treinstation,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_wrapper,poi_bld_zwembad,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_bag,poi_bld_zwembad,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_metal,poi_osm_landuse,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_cigarette,poi_osm_money,0.22,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_kunstijsbaan,poi_osm_transport,0.22,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_energydrink,poi_bld_crematorium,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_can,poi_bld_manege,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_huizenblok,poi_bld_school,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_kas__warenhuis,poi_bld_toren,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_radartoren,poi_bld_toren,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_parkeerdak__pa,poi_bld_universiteit,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_treinstation,poi_bld_watertoren,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_all,poi_osm_health,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_gemeentehuis,poi_osm_tourist,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_can,poi_osm_transport,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_remise,poi_osm_transport,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
AANT_INW,l1k_plastic,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_metal,poi_bld_huizenblok,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_plastic,poi_bld_kunstijsbaan,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_redbull,poi_bld_manege,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_cigarette,poi_bld_postkantoor,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_plastic,poi_bld_toren_religieu,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_politiebureau,poi_bld_transformators,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_paper,poi_bld_zwembad,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_kunstijsbaan,poi_bld_zwembad,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_uitzichttoren,poi_osm_poi,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_can,poi_bld_kasteel,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_bottle,poi_bld_tankstation,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_beer,poi_bld_tankstation,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_gevangenis,poi_bld_tankstation,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_politiebureau,poi_bld_universiteit,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_religieus_gebo,poi_bld_universiteit,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_paper,poi_bld_watertoren,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_gemaal,poi_bld_werf,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_universiteit,poi_osm_amenity,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_paper,poi_osm_health,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_N_W_AL,l1k_candy,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
AANT_INW,poi_bld_gemaal,0.21,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
l1k_can,poi_bld_huizenblok,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_cigarette,poi_bld_kas__warenhuis,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_candy,poi_bld_postkantoor,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_plastic,poi_bld_tankstation,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_parkeerdak__pa,poi_bld_tankstation,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_sporthal,poi_bld_transformators,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_sporthal,poi_bld_watertoren,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_transformators,poi_bld_watertoren,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_candy,poi_osm_education,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_tank,poi_osm_education,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_watertoren,poi_osm_landuse,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_energydrink,poi_osm_pow,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l_piece,poi_bld_politiebureau,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_remise,poi_bld_tankstation,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_firework,poi_bld_toren_religieu,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_klooster__abdi,poi_bld_waterradmolen,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l_can,poi_osm_accommo,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
P_WEST_AL,l1k_paper,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
AANT_INW,l_piece,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
P_WEST_AL,l_piece,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,FALSE
l1k_plastic,poi_bld_parkeerdak__pa,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_beer,poi_bld_politiebureau,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_can,poi_bld_postkantoor,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_crematorium,poi_bld_psychiatrisch_,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
l1k_cigarette,poi_bld_religieus_gebo,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
l1k_energydrink,poi_bld_sporthal,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_luchtwachttore,poi_bld_telecommunicat,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_ruïne,poi_bld_toren_religieu,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_toren,poi_bld_transformators,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
P_N_W_AL,poi_bld_universiteit,0.21,0,***,weak,spearman,389,FALSE,TRUE,FALSE,TRUE
l_metal,poi_osm_barrier,0.21,0,***,weak,spearman,389,FALSE,TRUE,TRUE,TRUE
poi_bld_gemaal,poi_osm_health,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_elektriciteits,poi_osm_poi,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_osm_sport,poi_osm_water,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
poi_bld_crematorium,poi_bld_elektriciteits,0.21,0,***,weak,spearman,389,TRUE,TRUE,FALSE,TRUE
